# kx,ky
3.900298151512824774e+00,-5.629595469239323080e+00
4.095313059088465657e+00,-5.517003559854536832e+00
4.290327966664106540e+00,-5.404411650469750583e+00
4.485342874239748312e+00,-5.291819741084964335e+00
4.680357781815390084e+00,-5.179227831700177198e+00
4.875372689391030967e+00,-5.066635922315390950e+00
5.070387596966671850e+00,-4.954044012930604701e+00
5.265402504542313622e+00,-4.841452103545818453e+00
5.460417412117954505e+00,-4.728860194161031316e+00
5.655432319693595389e+00,-4.616268284776245068e+00
5.850447227269237160e+00,-4.503676375391458819e+00
6.045462134844878044e+00,-4.391084466006672571e+00
6.240477042420519815e+00,-4.278492556621885434e+00
6.435491949996160699e+00,-4.165900647237099186e+00
6.630506857571802470e+00,-4.053308737852312937e+00
6.825521765147443354e+00,-3.940716828467526245e+00
7.020536672723084237e+00,-3.828124919082739552e+00
7.215551580298726009e+00,-3.715533009697953304e+00
7.410566487874366892e+00,-3.602941100313167055e+00
7.605581395450008664e+00,-3.490349190928380363e+00
7.800596303025649547e+00,-3.377757281543593670e+00
7.995611210601291319e+00,-3.265165372158807422e+00
8.190626118176933090e+00,-3.152573462774020729e+00
8.385641025752573086e+00,-3.039981553389234481e+00
8.580655933328214857e+00,-2.927389644004447788e+00
8.775670840903856629e+00,-2.814797734619661540e+00
8.970685748479496624e+00,-2.702205825234875292e+00
9.165700656055138396e+00,-2.589613915850088599e+00
9.360715563630780167e+00,-2.477022006465301907e+00
9.555730471206420162e+00,-2.364430097080515658e+00
9.750745378782061934e+00,-2.251838187695729410e+00
9.945760286357703706e+00,-2.139246278310942273e+00
1.014077519393334548e+01,-2.026654368926156025e+00
1.033579010150898547e+01,-1.914062459541369776e+00
1.053080500908462724e+01,-1.801470550156583084e+00
1.072581991666026902e+01,-1.688878640771796391e+00
1.092083482423591079e+01,-1.576286731387010143e+00
1.111584973181155078e+01,-1.463694822002223894e+00
1.131086463938719255e+01,-1.351102912617437202e+00
1.150587954696283433e+01,-1.238511003232650953e+00
1.170089445453847432e+01,-1.125919093847864261e+00
1.189590936211411609e+01,-1.013327184463077568e+00
1.209092426968975786e+01,-9.007352750782913198e-01
1.228593917726539786e+01,-7.881433656935046272e-01
1.248095408484103963e+01,-6.755514563087188229e-01
1.267596899241668140e+01,-5.629595469239321304e-01
1.287098389999232140e+01,-4.503676375391454378e-01
1.306599880756796495e+01,-3.377757281543587453e-01
1.326101371514360494e+01,-2.251838187695724969e-01
1.345602862271924671e+01,-1.125919093847858043e-01
1.365104353029488671e+01,0.000000000000000000e+00
1.384605843787052848e+01,1.125919093847866925e-01
1.404107334544617025e+01,2.251838187695729410e-01
1.423608825302181202e+01,3.377757281543600776e-01
1.443110316059745202e+01,4.503676375391463260e-01
1.462611806817309379e+01,5.629595469239334626e-01
1.482113297574873556e+01,6.755514563087197111e-01
1.501614788332437556e+01,7.881433656935059595e-01
1.521116279090001910e+01,9.007352750782922080e-01
1.540617769847565910e+01,1.013327184463078456e+00
1.560119260605129909e+01,1.125919093847865593e+00
1.579620751362694264e+01,1.238511003232651841e+00
1.599122242120258264e+01,1.351102912617438090e+00
1.618623732877822263e+01,1.463694822002224338e+00
1.638125223635386618e+01,1.576286731387010587e+00
1.657626714392950618e+01,1.688878640771797723e+00
-2.730208706058978585e+00,-9.682904207091636906e+00
-2.535193798483336813e+00,-9.570312297706848881e+00
-2.340178890907695042e+00,-9.457720388322062632e+00
-2.145163983332055047e+00,-9.345128478937276384e+00
-1.950149075756413275e+00,-9.232536569552490135e+00
-1.755134168180771503e+00,-9.119944660167703887e+00
-1.560119260605129732e+00,-9.007352750782917639e+00
-1.365104353029489737e+00,-8.894760841398131390e+00
-1.170089445453847965e+00,-8.782168932013345142e+00
-9.750745378782070816e-01,-8.669577022628558893e+00
-7.800596303025653100e-01,-8.556985113243772645e+00
-5.850447227269244266e-01,-8.444393203858986396e+00
-3.900298151512826550e-01,-8.331801294474200148e+00
-1.950149075756417716e-01,-8.219209385089412123e+00
0.000000000000000000e+00,-8.106617475704625875e+00
1.950149075756417716e-01,-7.994025566319839626e+00
3.900298151512817668e-01,-7.881433656935053378e+00
5.850447227269235384e-01,-7.768841747550267129e+00
7.800596303025644218e-01,-7.656249838165480881e+00
9.750745378782061934e-01,-7.543657928780693744e+00
1.170089445453847965e+00,-7.431066019395906608e+00
1.365104353029488848e+00,-7.318474110011120359e+00
1.560119260605129732e+00,-7.205882200626334111e+00
1.755134168180770615e+00,-7.093290291241547862e+00
1.950149075756412387e+00,-6.980698381856761614e+00
2.145163983332053270e+00,-6.868106472471975366e+00
2.340178890907695042e+00,-6.755514563087188229e+00
2.535193798483335925e+00,-6.642922653702401981e+00
2.730208706058977697e+00,-6.530330744317614844e+00
2.925223613634618580e+00,-6.417738834932828595e+00
3.120238521210259908e+00,-6.305146925548042347e+00
3.315253428785901235e+00,-6.192555016163256099e+00
3.510268336361542563e+00,-6.079963106778469850e+00
3.705283243937183446e+00,-5.967371197393683602e+00
3.900298151512824774e+00,-5.854779288008896465e+00
4.095313059088466545e+00,-5.742187378624110217e+00
4.290327966664107429e+00,-5.629595469239323968e+00
4.485342874239748312e+00,-5.517003559854536832e+00
4.680357781815390084e+00,-5.404411650469750583e+00
4.875372689391031855e+00,-5.291819741084964335e+00
5.070387596966672739e+00,-5.179227831700178086e+00
5.265402504542313622e+00,-5.066635922315390950e+00
5.460417412117955394e+00,-4.954044012930604701e+00
5.655432319693596277e+00,-4.841452103545818453e+00
5.850447227269237160e+00,-4.728860194161031316e+00
6.045462134844878932e+00,-4.616268284776245068e+00
6.240477042420519815e+00,-4.503676375391458819e+00
6.435491949996161587e+00,-4.391084466006672571e+00
6.630506857571802470e+00,-4.278492556621886322e+00
6.825521765147444242e+00,-4.165900647237099186e+00
7.020536672723085125e+00,-4.053308737852312937e+00
7.215551580298726009e+00,-3.940716828467526245e+00
7.410566487874367780e+00,-3.828124919082739996e+00
7.605581395450008664e+00,-3.715533009697953304e+00
7.800596303025650435e+00,-3.602941100313167055e+00
7.995611210601291319e+00,-3.490349190928380363e+00
8.190626118176933090e+00,-3.377757281543594114e+00
8.385641025752573086e+00,-3.265165372158807422e+00
8.580655933328214857e+00,-3.152573462774021174e+00
8.775670840903856629e+00,-3.039981553389234925e+00
8.970685748479498400e+00,-2.927389644004447788e+00
9.165700656055138396e+00,-2.814797734619661540e+00
9.360715563630780167e+00,-2.702205825234875292e+00
9.555730471206421939e+00,-2.589613915850088599e+00
9.750745378782063710e+00,-2.477022006465301907e+00
9.945760286357703706e+00,-2.364430097080515658e+00
1.014077519393334548e+01,-2.251838187695729410e+00
1.033579010150898725e+01,-2.139246278310942717e+00
1.053080500908462724e+01,-2.026654368926156469e+00
1.072581991666026902e+01,-1.914062459541369776e+00
1.092083482423591079e+01,-1.801470550156583084e+00
1.111584973181155078e+01,-1.688878640771796835e+00
1.131086463938719255e+01,-1.576286731387010587e+00
1.150587954696283433e+01,-1.463694822002223894e+00
1.170089445453847432e+01,-1.351102912617437646e+00
1.189590936211411787e+01,-1.238511003232650953e+00
1.209092426968975786e+01,-1.125919093847864261e+00
1.228593917726539964e+01,-1.013327184463078012e+00
1.248095408484104141e+01,-9.007352750782913198e-01
1.267596899241668140e+01,-7.881433656935055154e-01
1.287098389999232140e+01,-6.755514563087188229e-01
1.306599880756796495e+01,-5.629595469239321304e-01
1.326101371514360494e+01,-4.503676375391454378e-01
1.345602862271924671e+01,-3.377757281543591894e-01
1.365104353029488848e+01,-2.251838187695724969e-01
1.384605843787052848e+01,-1.125919093847866925e-01
1.404107334544617025e+01,0.000000000000000000e+00
1.423608825302181202e+01,1.125919093847862484e-01
1.443110316059745202e+01,2.251838187695733851e-01
1.462611806817309557e+01,3.377757281543596335e-01
1.482113297574873556e+01,4.503676375391467701e-01
1.501614788332437733e+01,5.629595469239330185e-01
1.521116279090001910e+01,6.755514563087192670e-01
1.540617769847565910e+01,7.881433656935055154e-01
1.560119260605129909e+01,9.007352750782917639e-01
1.579620751362694264e+01,1.013327184463078900e+00
1.599122242120258264e+01,1.125919093847865149e+00
1.618623732877822619e+01,1.238511003232651397e+00
1.638125223635386618e+01,1.351102912617437646e+00
1.657626714392950618e+01,1.463694822002223894e+00
1.677128205150514972e+01,1.576286731387011031e+00
-2.535193798483336813e+00,-9.795496116476423154e+00
-2.340178890907695042e+00,-9.682904207091635129e+00
-2.145163983332053270e+00,-9.570312297706848881e+00
-1.950149075756413275e+00,-9.457720388322062632e+00
-1.755134168180771503e+00,-9.345128478937276384e+00
-1.560119260605129732e+00,-9.232536569552490135e+00
-1.365104353029487960e+00,-9.119944660167703887e+00
-1.170089445453847965e+00,-9.007352750782917639e+00
-9.750745378782061934e-01,-8.894760841398131390e+00
-7.800596303025653100e-01,-8.782168932013345142e+00
-5.850447227269235384e-01,-8.669577022628558893e+00
-3.900298151512826550e-01,-8.556985113243772645e+00
-1.950149075756408834e-01,-8.444393203858986396e+00
0.000000000000000000e+00,-8.331801294474198372e+00
1.950149075756417716e-01,-8.219209385089412123e+00
3.900298151512835432e-01,-8.106617475704625875e+00
5.850447227269235384e-01,-7.994025566319839626e+00
7.800596303025653100e-01,-7.881433656935053378e+00
9.750745378782061934e-01,-7.768841747550267129e+00
1.170089445453847965e+00,-7.656249838165479993e+00
1.365104353029489737e+00,-7.543657928780692856e+00
1.560119260605130620e+00,-7.431066019395906608e+00
1.755134168180771503e+00,-7.318474110011120359e+00
1.950149075756412387e+00,-7.205882200626334111e+00
2.145163983332054158e+00,-7.093290291241547862e+00
2.340178890907695042e+00,-6.980698381856761614e+00
2.535193798483336813e+00,-6.868106472471974477e+00
2.730208706058977697e+00,-6.755514563087188229e+00
2.925223613634619468e+00,-6.642922653702401092e+00
3.120238521210260352e+00,-6.530330744317614844e+00
3.315253428785901679e+00,-6.417738834932828595e+00
3.510268336361543007e+00,-6.305146925548042347e+00
3.705283243937184334e+00,-6.192555016163256099e+00
3.900298151512825218e+00,-6.079963106778469850e+00
4.095313059088466545e+00,-5.967371197393682714e+00
4.290327966664108317e+00,-5.854779288008896465e+00
4.485342874239749200e+00,-5.742187378624110217e+00
4.680357781815390084e+00,-5.629595469239323080e+00
4.875372689391031855e+00,-5.517003559854536832e+00
5.070387596966673627e+00,-5.404411650469750583e+00
5.265402504542314510e+00,-5.291819741084964335e+00
5.460417412117955394e+00,-5.179227831700177198e+00
5.655432319693597165e+00,-5.066635922315390950e+00
5.850447227269238049e+00,-4.954044012930604701e+00
6.045462134844878932e+00,-4.841452103545817565e+00
6.240477042420520704e+00,-4.728860194161031316e+00
6.435491949996161587e+00,-4.616268284776245068e+00
6.630506857571803359e+00,-4.503676375391458819e+00
6.825521765147444242e+00,-4.391084466006672571e+00
7.020536672723086014e+00,-4.278492556621885434e+00
7.215551580298726897e+00,-4.165900647237099186e+00
7.410566487874367780e+00,-4.053308737852312937e+00
7.605581395450009552e+00,-3.940716828467526245e+00
7.800596303025650435e+00,-3.828124919082739552e+00
7.995611210601292207e+00,-3.715533009697953304e+00
8.190626118176933090e+00,-3.602941100313166611e+00
8.385641025752574862e+00,-3.490349190928380363e+00
8.580655933328216634e+00,-3.377757281543593670e+00
8.775670840903856629e+00,-3.265165372158807422e+00
8.970685748479498400e+00,-3.152573462774021174e+00
9.165700656055140172e+00,-3.039981553389234037e+00
9.360715563630780167e+00,-2.927389644004447788e+00
9.555730471206421939e+00,-2.814797734619661540e+00
9.750745378782063710e+00,-2.702205825234874847e+00
9.945760286357703706e+00,-2.589613915850088155e+00
1.014077519393334548e+01,-2.477022006465301907e+00
1.033579010150898725e+01,-2.364430097080515658e+00
1.053080500908462902e+01,-2.251838187695728966e+00
1.072581991666026902e+01,-2.139246278310942717e+00
1.092083482423591079e+01,-2.026654368926156025e+00
1.111584973181155256e+01,-1.914062459541369332e+00
1.131086463938719433e+01,-1.801470550156583084e+00
1.150587954696283433e+01,-1.688878640771796835e+00
1.170089445453847610e+01,-1.576286731387010143e+00
1.189590936211411787e+01,-1.463694822002223894e+00
1.209092426968975786e+01,-1.351102912617437202e+00
1.228593917726539964e+01,-1.238511003232650509e+00
1.248095408484104141e+01,-1.125919093847864261e+00
1.267596899241668140e+01,-1.013327184463077568e+00
1.287098389999232317e+01,-9.007352750782917639e-01
1.306599880756796495e+01,-7.881433656935050713e-01
1.326101371514360494e+01,-6.755514563087183788e-01
1.345602862271924849e+01,-5.629595469239316863e-01
1.365104353029488848e+01,-4.503676375391454378e-01
1.384605843787053026e+01,-3.377757281543587453e-01
1.404107334544617025e+01,-2.251838187695729410e-01
1.423608825302181202e+01,-1.125919093847862484e-01
1.443110316059745379e+01,0.000000000000000000e+00
1.462611806817309557e+01,1.125919093847871366e-01
1.482113297574873556e+01,2.251838187695733851e-01
1.501614788332437733e+01,3.377757281543605217e-01
1.521116279090001910e+01,4.503676375391467701e-01
1.540617769847565910e+01,5.629595469239330185e-01
1.560119260605130265e+01,6.755514563087192670e-01
1.579620751362694264e+01,7.881433656935055154e-01
1.599122242120258264e+01,9.007352750782926520e-01
1.618623732877822619e+01,1.013327184463078900e+00
1.638125223635386618e+01,1.125919093847865149e+00
1.657626714392950618e+01,1.238511003232651397e+00
1.677128205150514972e+01,1.351102912617437646e+00
1.696629695908078972e+01,1.463694822002224782e+00
-2.340178890907695930e+00,-9.908088025861211179e+00
-2.145163983332054158e+00,-9.795496116476423154e+00
-1.950149075756412387e+00,-9.682904207091636906e+00
-1.755134168180772392e+00,-9.570312297706850657e+00
-1.560119260605130620e+00,-9.457720388322064409e+00
-1.365104353029488848e+00,-9.345128478937278160e+00
-1.170089445453847077e+00,-9.232536569552490135e+00
-9.750745378782070816e-01,-9.119944660167703887e+00
-7.800596303025653100e-01,-9.007352750782917639e+00
-5.850447227269244266e-01,-8.894760841398131390e+00
-3.900298151512826550e-01,-8.782168932013345142e+00
-1.950149075756417716e-01,-8.669577022628558893e+00
0.000000000000000000e+00,-8.556985113243772645e+00
1.950149075756408834e-01,-8.444393203858986396e+00
3.900298151512826550e-01,-8.331801294474200148e+00
5.850447227269244266e-01,-8.219209385089412123e+00
7.800596303025644218e-01,-8.106617475704627651e+00
9.750745378782061934e-01,-7.994025566319839626e+00
1.170089445453847077e+00,-7.881433656935053378e+00
1.365104353029488848e+00,-7.768841747550267129e+00
1.560119260605130620e+00,-7.656249838165480881e+00
1.755134168180771503e+00,-7.543657928780693744e+00
1.950149075756412387e+00,-7.431066019395908384e+00
2.145163983332053270e+00,-7.318474110011121248e+00
2.340178890907695042e+00,-7.205882200626334999e+00
2.535193798483335925e+00,-7.093290291241547862e+00
2.730208706058977697e+00,-6.980698381856761614e+00
2.925223613634618580e+00,-6.868106472471975366e+00
3.120238521210260352e+00,-6.755514563087189117e+00
3.315253428785901235e+00,-6.642922653702402869e+00
3.510268336361542563e+00,-6.530330744317616620e+00
3.705283243937183890e+00,-6.417738834932829484e+00
3.900298151512825218e+00,-6.305146925548042347e+00
4.095313059088466545e+00,-6.192555016163256099e+00
4.290327966664107429e+00,-6.079963106778469850e+00
4.485342874239749200e+00,-5.967371197393683602e+00
4.680357781815390084e+00,-5.854779288008897353e+00
4.875372689391031855e+00,-5.742187378624111105e+00
5.070387596966672739e+00,-5.629595469239323968e+00
5.265402504542313622e+00,-5.517003559854537720e+00
5.460417412117955394e+00,-5.404411650469751471e+00
5.655432319693596277e+00,-5.291819741084964335e+00
5.850447227269237160e+00,-5.179227831700178086e+00
6.045462134844878932e+00,-5.066635922315391838e+00
6.240477042420520704e+00,-4.954044012930605589e+00
6.435491949996161587e+00,-4.841452103545818453e+00
6.630506857571802470e+00,-4.728860194161032204e+00
6.825521765147444242e+00,-4.616268284776245956e+00
7.020536672723085125e+00,-4.503676375391459707e+00
7.215551580298726897e+00,-4.391084466006672571e+00
7.410566487874367780e+00,-4.278492556621886322e+00
7.605581395450008664e+00,-4.165900647237100074e+00
7.800596303025650435e+00,-4.053308737852312937e+00
7.995611210601291319e+00,-3.940716828467526689e+00
8.190626118176933090e+00,-3.828124919082740441e+00
8.385641025752574862e+00,-3.715533009697953748e+00
8.580655933328214857e+00,-3.602941100313167500e+00
8.775670840903856629e+00,-3.490349190928380807e+00
8.970685748479498400e+00,-3.377757281543594559e+00
9.165700656055138396e+00,-3.265165372158808310e+00
9.360715563630780167e+00,-3.152573462774021174e+00
9.555730471206421939e+00,-3.039981553389234925e+00
9.750745378782063710e+00,-2.927389644004448677e+00
9.945760286357703706e+00,-2.814797734619661984e+00
1.014077519393334548e+01,-2.702205825234875292e+00
1.033579010150898725e+01,-2.589613915850089043e+00
1.053080500908462724e+01,-2.477022006465302795e+00
1.072581991666026902e+01,-2.364430097080516102e+00
1.092083482423591079e+01,-2.251838187695729854e+00
1.111584973181155078e+01,-2.139246278310943161e+00
1.131086463938719255e+01,-2.026654368926156469e+00
1.150587954696283433e+01,-1.914062459541370220e+00
1.170089445453847432e+01,-1.801470550156583972e+00
1.189590936211411787e+01,-1.688878640771797279e+00
1.209092426968975786e+01,-1.576286731387011031e+00
1.228593917726539964e+01,-1.463694822002224338e+00
1.248095408484104141e+01,-1.351102912617437646e+00
1.267596899241668140e+01,-1.238511003232651397e+00
1.287098389999232317e+01,-1.125919093847864705e+00
1.306599880756796495e+01,-1.013327184463078900e+00
1.326101371514360494e+01,-9.007352750782922080e-01
1.345602862271924671e+01,-7.881433656935055154e-01
1.365104353029488848e+01,-6.755514563087188229e-01
1.384605843787052848e+01,-5.629595469239325745e-01
1.404107334544617203e+01,-4.503676375391458819e-01
1.423608825302181202e+01,-3.377757281543600776e-01
1.443110316059745202e+01,-2.251838187695733851e-01
1.462611806817309557e+01,-1.125919093847871366e-01
1.482113297574873556e+01,0.000000000000000000e+00
1.501614788332437733e+01,1.125919093847862484e-01
1.521116279090001910e+01,2.251838187695733851e-01
1.540617769847565910e+01,3.377757281543596335e-01
1.560119260605130087e+01,4.503676375391458819e-01
1.579620751362694264e+01,5.629595469239321304e-01
1.599122242120258264e+01,6.755514563087183788e-01
1.618623732877822619e+01,7.881433656935055154e-01
1.638125223635386618e+01,9.007352750782917639e-01
1.657626714392950618e+01,1.013327184463078012e+00
1.677128205150514617e+01,1.125919093847864261e+00
1.696629695908078972e+01,1.238511003232650509e+00
1.716131186665643327e+01,1.351102912617437646e+00
-2.145163983332054158e+00,-1.002067993524599743e+01
-1.950149075756412387e+00,-9.908088025861209402e+00
-1.755134168180770615e+00,-9.795496116476423154e+00
-1.560119260605130620e+00,-9.682904207091636906e+00
-1.365104353029488848e+00,-9.570312297706850657e+00
-1.170089445453847077e+00,-9.457720388322064409e+00
-9.750745378782053052e-01,-9.345128478937276384e+00
-7.800596303025653100e-01,-9.232536569552490135e+00
-5.850447227269235384e-01,-9.119944660167703887e+00
-3.900298151512826550e-01,-9.007352750782917639e+00
-1.950149075756408834e-01,-8.894760841398131390e+00
0.000000000000000000e+00,-8.782168932013345142e+00
1.950149075756417716e-01,-8.669577022628558893e+00
3.900298151512826550e-01,-8.556985113243772645e+00
5.850447227269244266e-01,-8.444393203858986396e+00
7.800596303025661982e-01,-8.331801294474198372e+00
9.750745378782061934e-01,-8.219209385089413900e+00
1.170089445453847965e+00,-8.106617475704625875e+00
1.365104353029488848e+00,-7.994025566319839626e+00
1.560119260605130620e+00,-7.881433656935053378e+00
1.755134168180772392e+00,-7.768841747550267129e+00
1.950149075756413275e+00,-7.656249838165479993e+00
2.145163983332054158e+00,-7.543657928780694633e+00
2.340178890907695042e+00,-7.431066019395907496e+00
2.535193798483336813e+00,-7.318474110011121248e+00
2.730208706058977697e+00,-7.205882200626334111e+00
2.925223613634619468e+00,-7.093290291241547862e+00
3.120238521210260352e+00,-6.980698381856761614e+00
3.315253428785902123e+00,-6.868106472471975366e+00
3.510268336361543007e+00,-6.755514563087189117e+00
3.705283243937184334e+00,-6.642922653702402869e+00
3.900298151512825662e+00,-6.530330744317615732e+00
4.095313059088466545e+00,-6.417738834932828595e+00
4.290327966664108317e+00,-6.305146925548042347e+00
4.485342874239749200e+00,-6.192555016163256099e+00
4.680357781815390972e+00,-6.079963106778469850e+00
4.875372689391031855e+00,-5.967371197393683602e+00
5.070387596966673627e+00,-5.854779288008897353e+00
5.265402504542314510e+00,-5.742187378624110217e+00
5.460417412117955394e+00,-5.629595469239323968e+00
5.655432319693597165e+00,-5.517003559854537720e+00
5.850447227269238049e+00,-5.404411650469750583e+00
6.045462134844878932e+00,-5.291819741084964335e+00
6.240477042420520704e+00,-5.179227831700178086e+00
6.435491949996162475e+00,-5.066635922315391838e+00
6.630506857571803359e+00,-4.954044012930604701e+00
6.825521765147444242e+00,-4.841452103545818453e+00
7.020536672723086014e+00,-4.728860194161032204e+00
7.215551580298726897e+00,-4.616268284776245956e+00
7.410566487874368669e+00,-4.503676375391458819e+00
7.605581395450009552e+00,-4.391084466006672571e+00
7.800596303025650435e+00,-4.278492556621886322e+00
7.995611210601292207e+00,-4.165900647237099186e+00
8.190626118176933090e+00,-4.053308737852312937e+00
8.385641025752574862e+00,-3.940716828467526689e+00
8.580655933328216634e+00,-3.828124919082739996e+00
8.775670840903856629e+00,-3.715533009697953748e+00
8.970685748479498400e+00,-3.602941100313167055e+00
9.165700656055140172e+00,-3.490349190928380807e+00
9.360715563630780167e+00,-3.377757281543594559e+00
9.555730471206421939e+00,-3.265165372158807422e+00
9.750745378782063710e+00,-3.152573462774021174e+00
9.945760286357703706e+00,-3.039981553389234925e+00
1.014077519393334548e+01,-2.927389644004448233e+00
1.033579010150898725e+01,-2.814797734619661540e+00
1.053080500908462724e+01,-2.702205825234875292e+00
1.072581991666027079e+01,-2.589613915850089043e+00
1.092083482423591079e+01,-2.477022006465302351e+00
1.111584973181155256e+01,-2.364430097080516102e+00
1.131086463938719433e+01,-2.251838187695729410e+00
1.150587954696283433e+01,-2.139246278310942717e+00
1.170089445453847610e+01,-2.026654368926156469e+00
1.189590936211411787e+01,-1.914062459541370220e+00
1.209092426968975786e+01,-1.801470550156583528e+00
1.228593917726539964e+01,-1.688878640771797279e+00
1.248095408484104141e+01,-1.576286731387010587e+00
1.267596899241668140e+01,-1.463694822002223894e+00
1.287098389999232495e+01,-1.351102912617437646e+00
1.306599880756796495e+01,-1.238511003232650953e+00
1.326101371514360494e+01,-1.125919093847865149e+00
1.345602862271924671e+01,-1.013327184463078456e+00
1.365104353029488848e+01,-9.007352750782917639e-01
1.384605843787053026e+01,-7.881433656935050713e-01
1.404107334544617203e+01,-6.755514563087188229e-01
1.423608825302181202e+01,-5.629595469239321304e-01
1.443110316059745202e+01,-4.503676375391463260e-01
1.462611806817309557e+01,-3.377757281543596335e-01
1.482113297574873556e+01,-2.251838187695733851e-01
1.501614788332437733e+01,-1.125919093847862484e-01
1.521116279090001910e+01,0.000000000000000000e+00
1.540617769847565910e+01,1.125919093847871366e-01
1.560119260605130265e+01,2.251838187695733851e-01
1.579620751362694264e+01,3.377757281543596335e-01
1.599122242120258441e+01,4.503676375391458819e-01
1.618623732877822619e+01,5.629595469239321304e-01
1.638125223635386618e+01,6.755514563087192670e-01
1.657626714392950618e+01,7.881433656935055154e-01
1.677128205150514972e+01,9.007352750782917639e-01
1.696629695908078972e+01,1.013327184463078012e+00
1.716131186665643327e+01,1.125919093847864261e+00
1.735632677423207326e+01,1.238511003232651397e+00
-1.950149075756413275e+00,-1.013327184463078368e+01
-1.755134168180771503e+00,-1.002067993524599743e+01
-1.560119260605129732e+00,-9.908088025861211179e+00
-1.365104353029489737e+00,-9.795496116476424930e+00
-1.170089445453847965e+00,-9.682904207091638682e+00
-9.750745378782061934e-01,-9.570312297706852434e+00
-7.800596303025644218e-01,-9.457720388322064409e+00
-5.850447227269244266e-01,-9.345128478937278160e+00
-3.900298151512826550e-01,-9.232536569552491912e+00
-1.950149075756417716e-01,-9.119944660167705663e+00
0.000000000000000000e+00,-9.007352750782919415e+00
1.950149075756408834e-01,-8.894760841398131390e+00
3.900298151512826550e-01,-8.782168932013345142e+00
5.850447227269235384e-01,-8.669577022628558893e+00
7.800596303025653100e-01,-8.556985113243772645e+00
9.750745378782070816e-01,-8.444393203858986396e+00
1.170089445453847077e+00,-8.331801294474200148e+00
1.365104353029488848e+00,-8.219209385089413900e+00
1.560119260605129732e+00,-8.106617475704627651e+00
1.755134168180771503e+00,-7.994025566319840514e+00
1.950149075756413275e+00,-7.881433656935053378e+00
2.145163983332054158e+00,-7.768841747550267129e+00
2.340178890907695042e+00,-7.656249838165480881e+00
2.535193798483335925e+00,-7.543657928780694633e+00
2.730208706058977697e+00,-7.431066019395908384e+00
2.925223613634618580e+00,-7.318474110011122136e+00
3.120238521210260352e+00,-7.205882200626334999e+00
3.315253428785901235e+00,-7.093290291241548751e+00
3.510268336361543007e+00,-6.980698381856761614e+00
3.705283243937183890e+00,-6.868106472471975366e+00
3.900298151512825218e+00,-6.755514563087189117e+00
4.095313059088466545e+00,-6.642922653702402869e+00
4.290327966664108317e+00,-6.530330744317616620e+00
4.485342874239748312e+00,-6.417738834932830372e+00
4.680357781815390084e+00,-6.305146925548043235e+00
4.875372689391031855e+00,-6.192555016163256987e+00
5.070387596966672739e+00,-6.079963106778470738e+00
5.265402504542313622e+00,-5.967371197393683602e+00
5.460417412117955394e+00,-5.854779288008897353e+00
5.655432319693597165e+00,-5.742187378624111105e+00
5.850447227269238049e+00,-5.629595469239324856e+00
6.045462134844878932e+00,-5.517003559854537720e+00
6.240477042420520704e+00,-5.404411650469751471e+00
6.435491949996161587e+00,-5.291819741084965223e+00
6.630506857571802470e+00,-5.179227831700178086e+00
6.825521765147444242e+00,-5.066635922315391838e+00
7.020536672723085125e+00,-4.954044012930605589e+00
7.215551580298726897e+00,-4.841452103545819341e+00
7.410566487874367780e+00,-4.728860194161033093e+00
7.605581395450009552e+00,-4.616268284776245956e+00
7.800596303025650435e+00,-4.503676375391459707e+00
7.995611210601291319e+00,-4.391084466006673459e+00
8.190626118176933090e+00,-4.278492556621886322e+00
8.385641025752574862e+00,-4.165900647237100074e+00
8.580655933328214857e+00,-4.053308737852313826e+00
8.775670840903856629e+00,-3.940716828467527133e+00
8.970685748479498400e+00,-3.828124919082740885e+00
9.165700656055140172e+00,-3.715533009697954192e+00
9.360715563630780167e+00,-3.602941100313167944e+00
9.555730471206421939e+00,-3.490349190928381695e+00
9.750745378782063710e+00,-3.377757281543594559e+00
9.945760286357703706e+00,-3.265165372158808310e+00
1.014077519393334548e+01,-3.152573462774022062e+00
1.033579010150898725e+01,-3.039981553389235369e+00
1.053080500908462724e+01,-2.927389644004448677e+00
1.072581991666026902e+01,-2.814797734619662428e+00
1.092083482423591079e+01,-2.702205825234876180e+00
1.111584973181155256e+01,-2.589613915850089487e+00
1.131086463938719255e+01,-2.477022006465303239e+00
1.150587954696283433e+01,-2.364430097080516546e+00
1.170089445453847610e+01,-2.251838187695729854e+00
1.189590936211411787e+01,-2.139246278310943605e+00
1.209092426968975786e+01,-2.026654368926157357e+00
1.228593917726539964e+01,-1.914062459541370664e+00
1.248095408484104141e+01,-1.801470550156584416e+00
1.267596899241668140e+01,-1.688878640771797723e+00
1.287098389999232317e+01,-1.576286731387011031e+00
1.306599880756796495e+01,-1.463694822002224782e+00
1.326101371514360494e+01,-1.351102912617438090e+00
1.345602862271924671e+01,-1.238511003232652286e+00
1.365104353029488848e+01,-1.125919093847865593e+00
1.384605843787052848e+01,-1.013327184463078900e+00
1.404107334544617203e+01,-9.007352750782922080e-01
1.423608825302181202e+01,-7.881433656935059595e-01
1.443110316059745379e+01,-6.755514563087192670e-01
1.462611806817309379e+01,-5.629595469239334626e-01
1.482113297574873556e+01,-4.503676375391467701e-01
1.501614788332437733e+01,-3.377757281543605217e-01
1.521116279090001910e+01,-2.251838187695733851e-01
1.540617769847565910e+01,-1.125919093847871366e-01
